"","VehModel","Area","pure_premium","interaction","exposure"
"1095","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Litoral Norte e Baixada Santista",1686.38994835,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Litoral Norte e Baixada Santista",190.6427397261
"1096","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Maranhao",686.419559093742,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Maranhao",211.8427397261
"1097","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Mato Grosso",842.909718520775,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Mato Grosso",393.99
"1098","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Mato Grosso do Sul",620.206535779838,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Mato Grosso do Sul",503.093698630035
"1099","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Met. Curitiba",1138.09983227641,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Met. Curitiba",1264.9654794522
"1100","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Met. Florianopolis e Sul",685.759585777968,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Met. Florianopolis e Sul",652.79
"1101","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Met. Porto Alegre e Caxias do Sul",809.505806770447,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Met. Porto Alegre e Caxias do Sul",1214.1
"1102","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Met. de Sao Paulo",1194.00902374088,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Met. de Sao Paulo",10292.5754794522
"1103","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Met. do Rio de Janeiro",1286.80480573166,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Met. do Rio de Janeiro",3081.0127397261
"1104","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",1034.76560426142,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",2260.28
"1105","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Oeste",1660.14317350775,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Oeste",194.17
"1106","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Para",874.246050741982,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Para",501.36
"1107","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Paraiba",1151.07259501188,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Paraiba",269.44
"1108","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Pernambuco",1123.65582232325,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Pernambuco",1055.85
"1109","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Piaui",1170.17990074442,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Piaui",161.2
"1110","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Ribeirao Preto e Demais Mun. de Campinas",1135.52868715814,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Ribeirao Preto e Demais Mun. de Campinas",4438.92
"1111","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Rio Grande do Norte",738.454397772105,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Rio Grande do Norte",301.63
"1112","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Rondonia",NA,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Rondonia",NA
"1113","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Roraima",NA,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Roraima",NA
"1114","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Sergipe",1528.18196614583,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Sergipe",245.76
"1115","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Sudeste de Goias",NA,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Sudeste de Goias",NA
"1116","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Sul",756.16216610241,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Sul",328.8527397261
"1117","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Tocantins",NA,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Tocantins",NA
"1118","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Triangulo mineiro",1836.49690489589,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Triangulo mineiro",710.799999999999
"1119","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Vale do Aco-Norte-Vale Jequitinhonha",946.183639743855,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Vale do Aco-Norte-Vale Jequitinhonha",193.64
"1120","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p","Vale do Paraiba e Ribeira",1106.14523748272,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Aut. 4p.Vale do Paraiba e Ribeira",990.0327397261
"1121","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Acre",NA,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Acre",NA
"1122","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Alagoas",735.459014215491,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Alagoas",225.81
"1123","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Amapa",NA,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Amapa",NA
"1124","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Amazonas",1554.01555837779,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Amazonas",221.578219177835
"1125","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Bahia",1510.05431499255,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Bahia",1153.0154794522
"1126","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Blumenau e demais regioes",1036.72431184825,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Blumenau e demais regioes",801.098219177834
"1127","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Brasilia",1082.18459940125,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Brasilia",1463.06
"1128","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Ceara",1601.81627901407,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Ceara",564.808219177835
"1129","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Demais regioes",1613.72127552072,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Demais regioes",1755.94821917784
"1130","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Espirito Santo",1827.70140664962,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Espirito Santo",625.6
"1131","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","F.Iguatu-Medianeira-Cascavel-Toledo",2803.74074517421,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.F.Iguatu-Medianeira-Cascavel-Toledo",250.5727397261
"1132","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Goias",1626.61533998485,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Goias",851.8627397261
"1133","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Grande Campinas",1940.20537997664,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Grande Campinas",1266.92
"1134","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Interior",2046.31173357808,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Interior",890.7254794522
"1135","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Litoral Norte e Baixada Santista",1798.915282996,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Litoral Norte e Baixada Santista",165.02
"1136","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Maranhao",1042.43583347192,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Maranhao",180.39
"1137","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Mato Grosso",1421.60991819548,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Mato Grosso",312.518219177835
"1138","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Mato Grosso do Sul",1150.68179276499,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Mato Grosso do Sul",491.2009589044
"1139","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Met. Curitiba",1456.28553689301,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Met. Curitiba",1224.08
"1140","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Met. Florianopolis e Sul",1258.3847642698,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Met. Florianopolis e Sul",547.66
"1141","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Met. Porto Alegre e Caxias do Sul",1272.22149393203,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Met. Porto Alegre e Caxias do Sul",1276.9427397261
"1142","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Met. de Sao Paulo",1411.27737847873,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Met. de Sao Paulo",5871.4
"1143","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Met. do Rio de Janeiro",1700.75538943272,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Met. do Rio de Janeiro",2934.91
"1144","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",1290.34984193485,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",2211.84821917783
"1145","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Oeste",724.348729709392,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Oeste",279.07
"1146","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Para",1054.30638592843,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Para",461.64
"1147","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Paraiba",869.36337394512,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Paraiba",360.2854794522
"1148","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Pernambuco",947.255920762682,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Pernambuco",862.22
"1149","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Piaui",1227.15260246012,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Piaui",186.17
"1150","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Ribeirao Preto e Demais Mun. de Campinas",933.312884502186,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Ribeirao Preto e Demais Mun. de Campinas",4026.31
"1151","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Rio Grande do Norte",1358.60105012828,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Rio Grande do Norte",317.5082191783
"1152","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Rondonia",NA,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Rondonia",NA
"1153","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Roraima",NA,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Roraima",NA
"1154","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Sergipe",1089.64039785769,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Sergipe",261.4
"1155","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Sudeste de Goias",NA,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Sudeste de Goias",NA
"1156","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Sul",1747.85518929034,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Sul",416.82
"1157","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Tocantins",751.105157401206,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Tocantins",104.51
"1158","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Triangulo mineiro",602.971594632326,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Triangulo mineiro",701.98
"1159","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Vale do Aco-Norte-Vale Jequitinhonha",1016.19173514463,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Vale do Aco-Norte-Vale Jequitinhonha",274.9254794522
"1160","Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p","Vale do Paraiba e Ribeira",1084.13900457741,"Honda - Civic Sedan Lxs 1.8/1.8 Flex 16v Mec. 4p.Vale do Paraiba e Ribeira",860.478219177835
"1161","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Acre",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Acre",NA
"1162","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Alagoas",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Alagoas",NA
"1163","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Amapa",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Amapa",NA
"1164","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Amazonas",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Amazonas",NA
"1165","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Bahia",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Bahia",NA
"1166","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Blumenau e demais regioes",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Blumenau e demais regioes",NA
"1167","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Brasilia",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Brasilia",NA
"1168","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Ceara",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Ceara",NA
"1169","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Demais regioes",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Demais regioes",NA
"1170","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Espirito Santo",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Espirito Santo",NA
"1171","Honda - Civic Sedan Si 2.0 16v  192cv 4p","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.F.Iguatu-Medianeira-Cascavel-Toledo",NA
"1172","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Goias",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Goias",NA
"1173","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Grande Campinas",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Grande Campinas",NA
"1174","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Interior",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Interior",NA
"1175","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Litoral Norte e Baixada Santista",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Litoral Norte e Baixada Santista",NA
"1176","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Maranhao",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Maranhao",NA
"1177","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Mato Grosso",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Mato Grosso",NA
"1178","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Mato Grosso do Sul",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Mato Grosso do Sul",NA
"1179","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Met. Curitiba",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Met. Curitiba",NA
"1180","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Met. Florianopolis e Sul",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Met. Florianopolis e Sul",NA
"1181","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Met. Porto Alegre e Caxias do Sul",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Met. Porto Alegre e Caxias do Sul",NA
"1182","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Met. de Sao Paulo",593.511525318485,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Met. de Sao Paulo",251.8754794522
"1183","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Met. do Rio de Janeiro",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Met. do Rio de Janeiro",NA
"1184","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA
"1185","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Oeste",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Oeste",NA
"1186","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Para",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Para",NA
"1187","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Paraiba",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Paraiba",NA
"1188","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Pernambuco",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Pernambuco",NA
"1189","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Piaui",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Piaui",NA
"1190","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Ribeirao Preto e Demais Mun. de Campinas",1849.11659378064,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Ribeirao Preto e Demais Mun. de Campinas",100.3354794522
"1191","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Rio Grande do Norte",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Rio Grande do Norte",NA
"1192","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Rondonia",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Rondonia",NA
"1193","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Roraima",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Roraima",NA
"1194","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Sergipe",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Sergipe",NA
"1195","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Sudeste de Goias",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Sudeste de Goias",NA
"1196","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Sul",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Sul",NA
"1197","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Tocantins",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Tocantins",NA
"1198","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Triangulo mineiro",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Triangulo mineiro",NA
"1199","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Vale do Aco-Norte-Vale Jequitinhonha",NA
"1200","Honda - Civic Sedan Si 2.0 16v  192cv 4p","Vale do Paraiba e Ribeira",NA,"Honda - Civic Sedan Si 2.0 16v  192cv 4p.Vale do Paraiba e Ribeira",NA
"1201","Honda - Cr-v 2.0 16v Aut.","Acre",NA,"Honda - Cr-v 2.0 16v Aut..Acre",NA
"1202","Honda - Cr-v 2.0 16v Aut.","Alagoas",NA,"Honda - Cr-v 2.0 16v Aut..Alagoas",NA
"1203","Honda - Cr-v 2.0 16v Aut.","Amapa",NA,"Honda - Cr-v 2.0 16v Aut..Amapa",NA
"1204","Honda - Cr-v 2.0 16v Aut.","Amazonas",NA,"Honda - Cr-v 2.0 16v Aut..Amazonas",NA
"1205","Honda - Cr-v 2.0 16v Aut.","Bahia",NA,"Honda - Cr-v 2.0 16v Aut..Bahia",NA
"1206","Honda - Cr-v 2.0 16v Aut.","Blumenau e demais regioes",NA,"Honda - Cr-v 2.0 16v Aut..Blumenau e demais regioes",NA
"1207","Honda - Cr-v 2.0 16v Aut.","Brasilia",NA,"Honda - Cr-v 2.0 16v Aut..Brasilia",NA
"1208","Honda - Cr-v 2.0 16v Aut.","Ceara",NA,"Honda - Cr-v 2.0 16v Aut..Ceara",NA
"1209","Honda - Cr-v 2.0 16v Aut.","Demais regioes",NA,"Honda - Cr-v 2.0 16v Aut..Demais regioes",NA
"1210","Honda - Cr-v 2.0 16v Aut.","Espirito Santo",NA,"Honda - Cr-v 2.0 16v Aut..Espirito Santo",NA
"1211","Honda - Cr-v 2.0 16v Aut.","F.Iguatu-Medianeira-Cascavel-Toledo",NA,"Honda - Cr-v 2.0 16v Aut..F.Iguatu-Medianeira-Cascavel-Toledo",NA
"1212","Honda - Cr-v 2.0 16v Aut.","Goias",NA,"Honda - Cr-v 2.0 16v Aut..Goias",NA
"1213","Honda - Cr-v 2.0 16v Aut.","Grande Campinas",NA,"Honda - Cr-v 2.0 16v Aut..Grande Campinas",NA
"1214","Honda - Cr-v 2.0 16v Aut.","Interior",NA,"Honda - Cr-v 2.0 16v Aut..Interior",NA
"1215","Honda - Cr-v 2.0 16v Aut.","Litoral Norte e Baixada Santista",NA,"Honda - Cr-v 2.0 16v Aut..Litoral Norte e Baixada Santista",NA
"1216","Honda - Cr-v 2.0 16v Aut.","Maranhao",NA,"Honda - Cr-v 2.0 16v Aut..Maranhao",NA
"1217","Honda - Cr-v 2.0 16v Aut.","Mato Grosso",NA,"Honda - Cr-v 2.0 16v Aut..Mato Grosso",NA
"1218","Honda - Cr-v 2.0 16v Aut.","Mato Grosso do Sul",NA,"Honda - Cr-v 2.0 16v Aut..Mato Grosso do Sul",NA
"1219","Honda - Cr-v 2.0 16v Aut.","Met. Curitiba",NA,"Honda - Cr-v 2.0 16v Aut..Met. Curitiba",NA
"1220","Honda - Cr-v 2.0 16v Aut.","Met. Florianopolis e Sul",NA,"Honda - Cr-v 2.0 16v Aut..Met. Florianopolis e Sul",NA
"1221","Honda - Cr-v 2.0 16v Aut.","Met. Porto Alegre e Caxias do Sul",NA,"Honda - Cr-v 2.0 16v Aut..Met. Porto Alegre e Caxias do Sul",NA
"1222","Honda - Cr-v 2.0 16v Aut.","Met. de Sao Paulo",703.563090255138,"Honda - Cr-v 2.0 16v Aut..Met. de Sao Paulo",475.43
"1223","Honda - Cr-v 2.0 16v Aut.","Met. do Rio de Janeiro",1221.24841816262,"Honda - Cr-v 2.0 16v Aut..Met. do Rio de Janeiro",179.1527397261
"1224","Honda - Cr-v 2.0 16v Aut.","Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA,"Honda - Cr-v 2.0 16v Aut..Met.BH-Centro Oeste-Zona Mata-C. Vertentes",NA
"1225","Honda - Cr-v 2.0 16v Aut.","Oeste",NA,"Honda - Cr-v 2.0 16v Aut..Oeste",NA
"1226","Honda - Cr-v 2.0 16v Aut.","Para",NA,"Honda - Cr-v 2.0 16v Aut..Para",NA
"1227","Honda - Cr-v 2.0 16v Aut.","Paraiba",NA,"Honda - Cr-v 2.0 16v Aut..Paraiba",NA
"1228","Honda - Cr-v 2.0 16v Aut.","Pernambuco",NA,"Honda - Cr-v 2.0 16v Aut..Pernambuco",NA
"1229","Honda - Cr-v 2.0 16v Aut.","Piaui",NA,"Honda - Cr-v 2.0 16v Aut..Piaui",NA
"1230","Honda - Cr-v 2.0 16v Aut.","Ribeirao Preto e Demais Mun. de Campinas",574.28544024554,"Honda - Cr-v 2.0 16v Aut..Ribeirao Preto e Demais Mun. de Campinas",104.26
"1231","Honda - Cr-v 2.0 16v Aut.","Rio Grande do Norte",NA,"Honda - Cr-v 2.0 16v Aut..Rio Grande do Norte",NA
"1232","Honda - Cr-v 2.0 16v Aut.","Rondonia",NA,"Honda - Cr-v 2.0 16v Aut..Rondonia",NA
"1233","Honda - Cr-v 2.0 16v Aut.","Roraima",NA,"Honda - Cr-v 2.0 16v Aut..Roraima",NA
"1234","Honda - Cr-v 2.0 16v Aut.","Sergipe",NA,"Honda - Cr-v 2.0 16v Aut..Sergipe",NA
"1235","Honda - Cr-v 2.0 16v Aut.","Sudeste de Goias",NA,"Honda - Cr-v 2.0 16v Aut..Sudeste de Goias",NA
"1236","Honda - Cr-v 2.0 16v Aut.","Sul",NA,"Honda - Cr-v 2.0 16v Aut..Sul",NA
"1237","Honda - Cr-v 2.0 16v Aut.","Tocantins",NA,"Honda - Cr-v 2.0 16v Aut..Tocantins",NA
"1238","Honda - Cr-v 2.0 16v Aut.","Triangulo mineiro",NA,"Honda - Cr-v 2.0 16v Aut..Triangulo mineiro",NA
"1239","Honda - Cr-v 2.0 16v Aut.","Vale do Aco-Norte-Vale Jequitinhonha",NA,"Honda - Cr-v 2.0 16v Aut..Vale do Aco-Norte-Vale Jequitinhonha",NA
"1240","Honda - Cr-v 2.0 16v Aut.","Vale do Paraiba e Ribeira",NA,"Honda - Cr-v 2.0 16v Aut..Vale do Paraiba e Ribeira",NA
"1241","Honda - Cr-v Exl 2.0 16v 4wd Aut.","Acre",NA,"Honda - Cr-v Exl 2.0 16v 4wd Aut..Acre",NA
